old,new,old_masked,new_masked,label,donor_naturalness_score,style_naturalness_score,naturalness_delta
" they so continuously occupied about her? Why, in fact, had Madame, whose eyes and mind were sought for in another direction, shown during the last week towards the king a semblance of favor which encouraged the belief of still greater regard. It must not be supposed that Louis proposed to himself any plan of seduction; the tie which united Madame to his brother was, or at least, seemed to him, an insuperable barrier; he was even too far removed from that barrier to perceive its existence. But on the downward path of those passions in which the heart rejoices, towards which youth impels us,","they so continuously occupied about her? Why, she seemed to habituate herself to every body from Northanger, whose eyes and mind were sought for in every direction, shown during the last week towards the king a semblance of favor which encouraged the belief of their conceit, and often through the whole. It must not be supposed that Louis proposed to himself any plan of seduction; the tie which united Madame to his brother was all possible, and it did not occur to him that, an insuperable barrier; he was not even inclined to think of it; but it was so barrier to perceive its existence. But on the downward path of those passions, where heart and head were satisfied, towards which youth impels us,"," they so continuously occupied about her? Why, in fact, had Madame, whose eyes and mind were sought for in another direction, shown during the last week towards the king a semblance of favor which encouraged the belief of still greater regard. It must not be supposed that <MASK> proposed to himself any plan of seduction; the tie which united <MASK> to his brother was, or at least, seemed to him, an insuperable barrier; he was even too far removed from that barrier to perceive its existence. But on the downward path of those passions in which the heart rejoices, towards which youth impels us,"," they so continuously occupied about her? Why, she seemed to habituate herself to every body from Northanger, whose eyes and mind were sought for in every direction, shown during the last week towards the king a semblance of favor which encouraged the belief of their conceit, and often through the whole. It must not be supposed that <MASK> proposed to himself any plan of seduction; the tie which united <MASK> to his brother was all possible, and it did not occur to him that, an insuperable barrier; he was not even inclined to think of it; but it was so barrier to perceive its existence. But on the downward path of those passions, where heart and head were satisfied, towards which youth impels us,",D2A,0.9968944,0.98997414,0.006920278
" you evaded giving me an answer.”  “And what reason have you for thinking that I shall now reply to you?”  “Because this time I am your confessor.”  “Then if you wish me to tell what crime I have committed, explain to me in what a crime consists. For as my conscience does not accuse me, I aver that I am not a criminal.”  “We are often criminals in the sight of the great of the earth, not alone for having ourselves committed crimes, but because we know that crimes have been committed.”  The prisoner manifested the deepest attention.  “Yes, I understand you,” he said, after a pause; “yes, you","you evaded giving me an answer. ” “I cannot imagine why you should imagine it. I am sure, sir, and I am quite convinced? ” “Because this time I am your confessor. ” “Then if you wish me to tell what crime I have committed, explain to me in what a crime consists. “I have told you what I was accused of ” “No, I am not to be confounded. I am not guilty of any other crime. ” “But you are always in the sight of the great of the earth, not alone for the crime of others, but on principle for the crime of yourself, and no one supposing you guilty of any other crime committed. ” The prisoner manifested the deepest attention. “Yes, I understand you, said he, smilingly, after a pause; “I am_ very sure you do"," you evaded giving me an answer. ” “ And what reason have you for thinking that I shall now reply to you? ” “ Because this time I am your confessor. ” “ Then if you wish me to tell what crime I have committed, explain to me in what a crime consists. For as my conscience does not accuse me, I aver that I am not a criminal. ” “ We are often criminals in the sight of the great of the earth, not alone for having ourselves committed crimes, but because we know that crimes have been committed. ” The prisoner manifested the deepest attention. “ Yes, I understand you, ” he said, after a pause; “ yes, you"," you evaded giving me an answer. ” “ I can not imagine why you should imagine it. I am sure, sir, and I am quite convinced? ” “ Because this time I am your confessor. ” “ Then if you wish me to tell what crime I have committed, explain to me in what a crime consists. “ I have told you what I was accused of ” “ No, I am not to be confounded. I am not guilty of any other crime. ” “ But you are always in the sight of the great of the earth, not alone for the crime of others, but on principle for the crime of yourself, and no one supposing you guilty of any other crime committed. ” The prisoner manifested the deepest attention. “ Yes, I understand you, said he, smilingly, after a pause; “ I am_ very sure you do",D2A,0.9780376,0.99895525,-0.020917654
"  ""Therefore no one inhabits it; only, you see, this garret has two windows which look out upon the Place.""  ""Yes, monsieur.""  ""Well, then, every time anybody is broken on the wheel or hung, quartered, or burnt, these two windows let for twenty pistoles.""  ""Oh!"" said Raoul, with horror.  ""It is disgusting, is it not?"" said D’Artagnan.  ""Oh!"" repeated Raoul.  ""It is disgusting, but so it is. These Parisian cockneys are sometimes real anthropophagi. I cannot conceive how men, Christians, can make such speculation.  ""That is true.""  ""As for myself,"" continued D’Artagnan, ""if I inhabited","Therefore no one inhabits it; I think I see nobody, this garret has two windows which look out upon the Abbeys ""Yes, monsieur."" ” “Tilney, then, every time anybody is broken on the wheel or hung, quartered, or burnt, the windows may be in motion twenty pistoles. ``Oh said Raoul, with horror. “It is a most revolting, is it not? '', ''said I. But surely, Raoul. Of all things in the world the window-shutters are certainly the most disgusting, -- and certainly the better for it. These Parisian cockneys are sometimes real anthropophagi. I can not conceive how men, Christians, can make such speculation. I believe you are right ” “I have made too much of the window-shutters, ''continued D ’ Artagnan, ``if I inhabited"," `` Therefore no one inhabits it; only, you see, this garret has two windows which look out upon the Place. '' `` Yes, monsieur. '' `` Well, then, every time anybody is broken on the wheel or hung, quartered, or burnt, these two windows let for twenty pistoles. '' `` Oh! '' said <MASK>, with horror. `` It is disgusting, is it not? '' said D ’ <MASK>. `` Oh! '' repeated <MASK>. `` It is disgusting, but so it is. These Parisian cockneys are sometimes real anthropophagi. I can not conceive how men, Christians, can make such speculation. `` That is true. '' `` As for myself, '' continued <MASK> <MASK> <MASK>, `` if I inhabited"," Therefore no one inhabits it; I think I see nobody, this garret has two windows which look out upon the Abbeys `` Yes, monsieur. '' ” <MASK> <MASK>, then, every time anybody is broken on the wheel or hung, quartered, or burnt, the windows may be in motion twenty pistoles. `` Oh said <MASK>, with horror. “ It is a most revolting, is it not? '', ''said I. But surely, <MASK>. Of all things in the world the window-shutters are certainly the most disgusting, -- and certainly the better for it. These Parisian cockneys are sometimes real anthropophagi. I can not conceive how men, Christians, can make such speculation. I believe you are right ” “ I have made too much of the window-shutters, ''continued D ’ <MASK>, `` if I inhabited",D2A,0.99862415,0.95522726,0.04339689
" while in Paris?”  “Arrest the Duke! Arrest the prime minister of King Charles I! Think of it, sire! What a scandal! And if the suspicions of your Majesty, which I still continue to doubt, should prove to have any foundation, what a terrible disclosure, what a fearful scandal!”  “But as he exposed himself like a vagabond or a thief, he should have been--”  Louis XIII stopped, terrified at what he was about to say, while Richelieu, stretching out his neck, waited uselessly for the word which had died on the lips of the king.  “He should have been--?”  “Nothing,” said the king,","while in Paris? ” “Arrest the Duke! No, I should not wish to arrest the Duchess of Malfi! I think you quite absurd! What a scandal! The trouble of intruding on _your_ domestic affairs, which I still continue to doubt, should prove to have any foundation, what a terrible disclosure, pursue, and brings on greater scandal still as he exposed himself like a vagabond or a thief, as he _did_ do- ” Louis XIII stopped, pained, frightened, and for a moment feared to stir, stretching out his neck, waited uselessly for the word which had died in Laura's lips, and in his own. It was better, however, than any thing he would have done- better than _almost_ nothing, ” said the king,"," while in Paris? ” “ Arrest the Duke! Arrest the prime minister of King <MASK> I! Think of it, sire! What a scandal! And if the suspicions of your Majesty, which I still continue to doubt, should prove to have any foundation, what a terrible disclosure, what a fearful scandal! ” “ But as he exposed himself like a vagabond or a thief, he should have been -- ” <MASK> <MASK> stopped, terrified at what he was about to say, while <MASK>, stretching out his neck, waited uselessly for the word which had died on the lips of the king. “ He should have been --? ” “ Nothing, ” said the king,"," while in Paris? ” “ Arrest the Duke! No, I should not wish to arrest the Duchess of Malfi! I think you quite absurd! What a scandal! The trouble of intruding on _your_ domestic affairs, which I still continue to doubt, should prove to have any foundation, what a terrible disclosure, pursue, and brings on greater scandal still as he exposed himself like a vagabond or a thief, as he _did_ do- ” <MASK> <MASK> stopped, pained, frightened, and for a moment feared to stir, stretching out his neck, waited uselessly for the word which had died in <MASK> 's lips, and in his own. It was better, however, than any thing he would have done- better than _almost_ nothing, ” said the king,",D2A,0.28565246,0.80803025,-0.5223778
" need their assistance.  Meanwhile, carried away as we are by our narrative, we must leave our three friends to themselves, and follow the Duke of Buckingham and his guide through the labyrinths of the Louvre.     12 GEORGE VILLIERS, DUKE OF BUCKINGHAM   Mme. Bonacieux and the duke entered the Louvre without difficulty. Mme. Bonacieux was known to belong to the queen; the duke wore the uniform of the Musketeers of M. de Treville, who, as we have said, were that evening on guard. Besides, Germain was in the interests of the queen; and if anything should happen, Mme. Bonacieux would be","need their assistance. And so, upon the subject of our all driving this way today, and all of our following in our different ways, and all of us seeing all our friends, and all of driving through London upon some pretence of pleasure his guide through the labyrinths of the Louvre. 12 GEORGE VILLIERS, MADAME PRESIDENT, ""THE TRUMA OF THE EARL OF BRIGHTON. Bonacieux and the duke entered the Louvre without difficulty. Mme. Bonacieux was a granddaughter of the earl of Longbourn; the duke wore the uniform of the Musketeers of M. de Treville, who, as we have said, were in the 52nd. Besides, Germain was in the interests of the queen; and if anything should happen, Mme. Bonacieux would, perhaps"," need their assistance. Meanwhile, carried away as we are by our narrative, we must leave our three friends to themselves, and follow the Duke of <MASK> and his guide through the labyrinths of the Louvre. 12 GEORGE VILLIERS, DUKE OF <MASK> Mme. <MASK> and the duke entered the Louvre without difficulty. Mme. <MASK> was known to belong to the queen; the duke wore the uniform of the Musketeers of <MASK> <MASK> <MASK>, who, as we have said, were that evening on guard. Besides, <MASK> was in the interests of the queen; and if anything should happen, Mme. <MASK> would be"," need their assistance. And so, upon the subject of our all driving this way today, and all of our following in our different ways, and all of us seeing all our friends, and all of driving through London upon some pretence of pleasure his guide through the labyrinths of the Louvre. 12 <MASK> <MASK>, MADAME PRESIDENT, `` THE TRUMA OF THE EARL OF BRIGHTON. <MASK> and the duke entered the Louvre without difficulty. Mme. <MASK> was a granddaughter of the earl of Longbourn; the duke wore the uniform of the Musketeers of <MASK> <MASK> <MASK>, who, as we have said, were in the 52nd. Besides, <MASK> was in the interests of the queen; and if anything should happen, Mme. <MASK> would, perhaps",D2A,0.9801843,0.99012744,-0.009943128
" ""What! arrest you, my most faithful servant?""  ""Yes, my lord.""  ""And notwithstanding you had signed the name Parry?""  ""To all my letters, my lord; and the aide-de-camp had known me at St. James’s and at Whitehall, too,"" added the old man with a sigh.  The young man leaned forward, thoughtful and sad.  ""Ay, that’s what he did before his people,"" said he, endeavoring to cheat himself with hopes. ""But, privately--between you and him--what did he do? Answer!""  ""Alas! my lord, he sent to me four cavaliers, who gave me the horse with which you just now saw me come back. These cavaliers","What! You�ll arrest me, my most faithful servant? ''�No, I � ll save you ``And notwithstanding you had signed the name Parry?'' ``To all my letters, ``replied the Lord; and the aide-de-camp had known me at St. John � s Whitehall, too, sir, in the seventies. The young man leaned forward, thoughtful and sad. �Sirs, � he said, �yes, that � s more like it � �Well, people, endeavoring to cheat himself with hopes. �Attra, privately -- between you and him -- what did he do? � �Well Alas! The perfection of your deed, he sent to me four cavaliers, who gave me the horse with which you adorned it, and another time, when all is over. �Four cavaliers"," `` What! arrest you, my most faithful servant? '' `` Yes, my lord. '' `` And notwithstanding you had signed the name <MASK>? '' `` To all my letters, my lord; and the aide-de-camp had known me at St. James ’ s and at Whitehall, too, '' added the old man with a sigh. The young man leaned forward, thoughtful and sad. `` Ay, that ’ s what he did before his people, '' said he, endeavoring to cheat himself with hopes. `` But, privately -- between you and him -- what did he do? Answer! '' `` Alas! my lord, he sent to me four cavaliers, who gave me the horse with which you just now saw me come back. These cavaliers"," What! You�ll arrest me, my most faithful servant? ''�No, I � ll save you `` And notwithstanding you had signed the name <MASK>? '' `` To all my letters, `` replied the Lord; and the aide-de-camp had known me at St. <MASK> <MASK> s Whitehall, too, sir, in the seventies. The young man leaned forward, thoughtful and sad. �Sirs, � he said, �yes, that � s more like it � �Well, people, endeavoring to cheat himself with hopes. �Attra, privately -- between you and him -- what did he do? � �Well Alas! The perfection of your deed, he sent to me four cavaliers, who gave me the horse with which you adorned it, and another time, when all is over. �Four cavaliers",D2N,0.2444827,0.14325708,0.101225615
" said D’Artagnan, “but as he is a thoughtful young man he promised to send four expert workmen in his place to help those already at the scaffold, and wrote the moment he was brought home to Master Tom Lowe, an assistant carpenter and friend of his, to go down to Whitehall, with three of his friends. Here’s the letter he sent by a messenger, for sixpence, who sold it to me for a guinea.”  “And what on earth are you going to do with it?” asked Athos.  “Can’t you guess, my dear Athos? You, who speak English like John Bull himself, are Master Tom Lowe, we, your three companions. Do you","said D � Artagnan, �but as he is a thoughtful young man he promised to send four expert workmen in his place to help those already at the excavator, � and this he granted, as he always did to Master Tom Lowe, an assistant, for the nonce, being quite sure of his friend�s insouciance. �I am yours, � he wrote on the following envelope a messenger, for sixpence, who sold it to me for a guinea. � �And what on earth do you think you are doing? � asked Athos. �Guess again, excuse me, excuse me, � began Zina? You, who speak English like John Bull himself, are Master Tom Lowe, we, your three companions. Do you"," said D ’ <MASK>, “ but as he is a thoughtful young man he promised to send four expert workmen in his place to help those already at the scaffold, and wrote the moment he was brought home to Master <MASK> <MASK>, an assistant carpenter and friend of his, to go down to Whitehall, with three of his friends. Here ’ s the letter he sent by a messenger, for sixpence, who sold it to me for a guinea. ” “ And what on earth are you going to do with it? ” asked <MASK>. “ Can ’ t you guess, my dear <MASK>? You, who speak English like <MASK> <MASK> himself, are Master <MASK> <MASK>, we, your three companions. Do you"," said <MASK> <MASK> <MASK>, �but as he is a thoughtful young man he promised to send four expert workmen in his place to help those already at the excavator, � and this he granted, as he always did to Master <MASK> <MASK>, an assistant, for the nonce, being quite sure of his friend�s insouciance. �I am yours, � he wrote on the following envelope a messenger, for sixpence, who sold it to me for a guinea. � �And what on earth do you think you are doing? � asked <MASK>. �Guess again, excuse me, excuse me, � began <MASK>? You, who speak English like <MASK> <MASK> himself, are Master <MASK> <MASK>, we, your three companions. Do you",D2N,0.964358,0.964358,0.0
" must be married in order to be respected.”  “Married?”  “Yes, here is my hand, Louise; will you place yours within it?”  “But your father?”  “My father leaves me perfectly free.”  “Yet--”  “I understand your scruples, Louise; I will consult my father.”  “Reflect, M. Raoul; wait.”  “Wait! it is impossible. Reflect, Louise, when _you_ are concerned! it would be insulting,--give me your hand, dear Louise; I am my own master. My father will consent, I know; give me your hand, do not keep me waiting thus. One word in answer, one word only; if not, I shall begin to think that, in order to change","must be married in order to be respected. � �Funny, I haven�t been married since, here is my hand, Louise; will you place yours within it? � �You know, my kindest regards to your father my late father, though. I have a feeling, though- I may put it mildly�that you will not be happy here, my dear boy, and if you remarry I will be in for it too. � �Reflect, M. Raoul; I really� � �Oh, no! � �Well, no matter. Reflect, Louise, as we all know! � �But, of course, it would be dreadful, -- give me your hand, won � t you? � �Louise, my dear boy; fold I will, I � ll do it my own way. My father will consent, I guess; but please, give me your hand, if you please, now! � �Wait a minute. One word in answer, OK? � �Yes, one word; is it, OK? � �It is certainly, I suppose, � beginning"," must be married in order to be respected. ” “ Married? ” “ Yes, here is my hand, <MASK>; will you place yours within it? ” “ But your father? ” “ My father leaves me perfectly free. ” “ Yet -- ” “ I understand your scruples, <MASK>; I will consult my father. ” “ Reflect, <MASK> <MASK>; wait. ” “ Wait! it is impossible. Reflect, <MASK>, when _you_ are concerned! it would be insulting, -- give me your hand, dear <MASK>; I am my own master. My father will consent, I know; give me your hand, do not keep me waiting thus. One word in answer, one word only; if not, I shall begin to think that, in order to change"," must be married in order to be respected. � �Funny, I haven�t been married since, here is my hand, <MASK>; will you place yours within it? � �You know, my kindest regards to your father my late father, though. I have a feeling, though- I may put it mildly�that you will not be happy here, my dear boy, and if you remarry I will be in for it too. � �Reflect, <MASK> <MASK>; I really� � �Oh, no! � �Well, no matter. Reflect, <MASK>, as we all know! � �But, of course, it would be dreadful, -- give me your hand, won � t you? � �Louise, my dear boy; fold I will, I � ll do it my own way. My father will consent, I guess; but please, give me your hand, if you please, now! � �Wait a minute. One word in answer, OK? � �Yes, one word; is it, OK? � �It is certainly, I suppose, � beginning",D2N,0.98559177,0.99179465,-0.0062028766
" of honor, and with all its accompanying details, had arranged the comedy which had just been acted. The king was completely bewildered by it; for the first time since he had escaped from the trammels of M. de Mazarin, he found himself treated as a man. Similar severity from any of his subjects would have been at once resisted by him. Strength comes with battle. But to match one’s self with women, to be attacked by them, to have been imposed upon by mere girls from the country, who had come from Blois expressly for that purpose; it was the depth of dishonor for a young sovereign full of","of honor, and that is all, had arranged the comedy which had just been acted. It started out well: the king, rising from his ardis; as he had just done so, one of his guards had stumbled on him and from the trammels of M. de Mazarin, one of the trickle-like men had started to straggle upon him. Similar severity from any of his subjects would follow; the only difference was that this time he wanted to resist it. Strength comes with battle. But to match one � s self with women, to be attacked by them, to have been imposed upon by mere girls from the country, who had come from Blois expressly for that purpose�and all this, of course; with a score of delicate ordeals which it was necessary, by the way a young sovereign full of"," of honor, and with all its accompanying details, had arranged the comedy which had just been acted. The king was completely bewildered by it; for the first time since he had escaped from the trammels of <MASK> <MASK> <MASK>, he found himself treated as a man. Similar severity from any of his subjects would have been at once resisted by him. Strength comes with battle. But to match one ’ s self with women, to be attacked by them, to have been imposed upon by mere girls from the country, who had come from Blois expressly for that purpose; it was the depth of dishonor for a young sovereign full of"," of honor, and that is all, had arranged the comedy which had just been acted. It started out well: the king, rising from his ardis; as he had just done so, one of his guards had stumbled on him and from the trammels of <MASK> <MASK> <MASK>, one of the trickle-like men had started to straggle upon him. Similar severity from any of his subjects would follow; the only difference was that this time he wanted to resist it. Strength comes with battle. But to match one � s self with women, to be attacked by them, to have been imposed upon by mere girls from the country, who had come from Blois expressly for that purpose�and all this, of course; with a score of delicate ordeals which it was necessary, by the way a young sovereign full of",D2N,0.96074593,0.97784024,-0.017094314
" they so continuously occupied about her? Why, in fact, had Madame, whose eyes and mind were sought for in another direction, shown during the last week towards the king a semblance of favor which encouraged the belief of still greater regard. It must not be supposed that Louis proposed to himself any plan of seduction; the tie which united Madame to his brother was, or at least, seemed to him, an insuperable barrier; he was even too far removed from that barrier to perceive its existence. But on the downward path of those passions in which the heart rejoices, towards which youth impels us,","they so continuously occupied about her? Why, she was quite a good little woman, one could say, whose eyes and mind were sought for in every direction, shown during the last week towards the king a semblance of favor which encouraged the belief in reality. It must not be supposed that Louis proposed to abjure himself, or to succumb to seduction; the tie which united Madame to his brother was certainly much later, and this too was not he, an insuperable barrier; and also no matter what happened, in his sordid little way barrier to perceive its existence. But on the downward path of those passions in which the heart rejoices, towards which youth impels us,"," they so continuously occupied about her? Why, in fact, had Madame, whose eyes and mind were sought for in another direction, shown during the last week towards the king a semblance of favor which encouraged the belief of still greater regard. It must not be supposed that <MASK> proposed to himself any plan of seduction; the tie which united <MASK> to his brother was, or at least, seemed to him, an insuperable barrier; he was even too far removed from that barrier to perceive its existence. But on the downward path of those passions in which the heart rejoices, towards which youth impels us,"," they so continuously occupied about her? Why, she was quite a good little woman, one could say, whose eyes and mind were sought for in every direction, shown during the last week towards the king a semblance of favor which encouraged the belief in reality. It must not be supposed that <MASK> proposed to abjure himself, or to succumb to seduction; the tie which united <MASK> to his brother was certainly much later, and this too was not he, an insuperable barrier; and also no matter what happened, in his sordid little way barrier to perceive its existence. But on the downward path of those passions in which the heart rejoices, towards which youth impels us,",D2N,0.9968945,0.9963863,0.0005081892
" you evaded giving me an answer.”  “And what reason have you for thinking that I shall now reply to you?”  “Because this time I am your confessor.”  “Then if you wish me to tell what crime I have committed, explain to me in what a crime consists. For as my conscience does not accuse me, I aver that I am not a criminal.”  “We are often criminals in the sight of the great of the earth, not alone for having ourselves committed crimes, but because we know that crimes have been committed.”  The prisoner manifested the deepest attention.  “Yes, I understand you,” he said, after a pause; “yes, you","you evaded giving me an answer. � �Why did you do that?� �I have an answer for you � �So you are ready to give me an answer? �� Certainly I am not quite sure yet your confessor. � �Then if you are still not sure� � �I will inform the police committed, explain to me in what a crime consists. �A crime of which I am guilty? �� No, no, I deny. I swear there is no such crime. Even the most atrocious criminals are not like you � Lucette had risen to a corner and earth, not alone for the moment but from the very beginning, as those who have never been convicted of a crime, and who, in fact, are guilty of some other crime, were all brought to confess before they were executed. Yes, all right, now say it is all I have ever said, after a pause; no, enough"," you evaded giving me an answer. ” “ And what reason have you for thinking that I shall now reply to you? ” “ Because this time I am your confessor. ” “ Then if you wish me to tell what crime I have committed, explain to me in what a crime consists. For as my conscience does not accuse me, I aver that I am not a criminal. ” “ We are often criminals in the sight of the great of the earth, not alone for having ourselves committed crimes, but because we know that crimes have been committed. ” The prisoner manifested the deepest attention. “ Yes, I understand you, ” he said, after a pause; “ yes, you"," you evaded giving me an answer. � �Why did you do that? � �I have an answer for you � �So you are ready to give me an answer? �� Certainly I am not quite sure yet your confessor. � �Then if you are still not sure� � �I will inform the police committed, explain to me in what a crime consists. �A crime of which I am guilty? �� No, no, I deny. I swear there is no such crime. Even the most atrocious criminals are not like you � <MASK> had risen to a corner and earth, not alone for the moment but from the very beginning, as those who have never been convicted of a crime, and who, in fact, are guilty of some other crime, were all brought to confess before they were executed. Yes, all right, now say it is all I have ever said, after a pause; no, enough",D2N,0.9780376,0.878864,0.099173605
"  ""Therefore no one inhabits it; only, you see, this garret has two windows which look out upon the Place.""  ""Yes, monsieur.""  ""Well, then, every time anybody is broken on the wheel or hung, quartered, or burnt, these two windows let for twenty pistoles.""  ""Oh!"" said Raoul, with horror.  ""It is disgusting, is it not?"" said D’Artagnan.  ""Oh!"" repeated Raoul.  ""It is disgusting, but so it is. These Parisian cockneys are sometimes real anthropophagi. I cannot conceive how men, Christians, can make such speculation.  ""That is true.""  ""As for myself,"" continued D’Artagnan, ""if I inhabited","Therefore no one inhabits it; I, as you, know it cannot be, this garret has two windows which look out onto the street Yes, monsieur. '''Fiction/Literature/978-0-679-72721-7, then, every time anybody is broken on the wheel or hung, quartered, or burnt, these two windows let for one melink. Oh said Raoul, with horror. ``It is all very pleasant, to be sure ,'' said I. �Oh, no repeated Raoul. What you are doing is repulsive, but so it is. These Parisian cockneys are sometimes real anthropophagi. I can not conceive how men, Christians, can make such speculation. Oh, yes, of course, Karlick, I know, ''continued D � Artagnan, Artagnan of the underground"," `` Therefore no one inhabits it; only, you see, this garret has two windows which look out upon the Place. '' `` Yes, monsieur. '' `` Well, then, every time anybody is broken on the wheel or hung, quartered, or burnt, these two windows let for twenty pistoles. '' `` Oh! '' said <MASK>, with horror. `` It is disgusting, is it not? '' said D ’ <MASK>. `` Oh! '' repeated <MASK>. `` It is disgusting, but so it is. These Parisian cockneys are sometimes real anthropophagi. I can not conceive how men, Christians, can make such speculation. `` That is true. '' `` As for myself, '' continued <MASK> <MASK> <MASK>, `` if I inhabited"," Therefore no one inhabits it; I, as you, know it can not be, this garret has two windows which look out onto the street Yes, monsieur.' '' FictionLiterature978-0-679-72721-7, then, every time anybody is broken on the wheel or hung, quartered, or burnt, these two windows let for one melink. Oh said <MASK>, with horror. `` It is all very pleasant, to be sure, '' said I. �Oh, no repeated <MASK>. What you are doing is repulsive, but so it is. These Parisian cockneys are sometimes real anthropophagi. I can not conceive how men, Christians, can make such speculation. Oh, yes, of course, <MASK>, I know, ''continued D � <MASK>, <MASK> of the underground",D2N,0.9986242,0.95760125,0.041022956
" while in Paris?”  “Arrest the Duke! Arrest the prime minister of King Charles I! Think of it, sire! What a scandal! And if the suspicions of your Majesty, which I still continue to doubt, should prove to have any foundation, what a terrible disclosure, what a fearful scandal!”  “But as he exposed himself like a vagabond or a thief, he should have been--”  Louis XIII stopped, terrified at what he was about to say, while Richelieu, stretching out his neck, waited uselessly for the word which had died on the lips of the king.  “He should have been--?”  “Nothing,” said the king,","while in Paris? � �Arrest the Duke! � at the Duke of Anglice; or better, arrest the Queen! �Whatever floats your boat! What a scandal! � �And perhaps, � I mused, �I � m right in doubting it, should prove to have any foundation, what a terrible disclosure, � and what a blessing, what a scandal as he exposed himself like a vagabond or a caught thief, or as he was in fact- � Louis XIII stopped, with his hand on the chainlet, �on the whole there is nothing to fear, while Richelieu, stretching out his neck, waited uselessly for the word which had died on the lips of his enfiladed queen. Or else, as he was then- � (oddly enough, the �king,� the �rapacious fool"," while in Paris? ” “ Arrest the Duke! Arrest the prime minister of King <MASK> I! Think of it, sire! What a scandal! And if the suspicions of your Majesty, which I still continue to doubt, should prove to have any foundation, what a terrible disclosure, what a fearful scandal! ” “ But as he exposed himself like a vagabond or a thief, he should have been -- ” <MASK> <MASK> stopped, terrified at what he was about to say, while <MASK>, stretching out his neck, waited uselessly for the word which had died on the lips of the king. “ He should have been --? ” “ Nothing, ” said the king,"," while in Paris? � �Arrest the Duke! � at the Duke of Anglice; or better, arrest the Queen! �Whatever floats your boat! What a scandal! � �And perhaps, � I mused, �I � m right in doubting it, should prove to have any foundation, what a terrible disclosure, � and what a blessing, what a scandal as he exposed himself like a vagabond or a caught thief, or as he was in fact- � <MASK> <MASK> stopped, with his hand on the chainlet, �on the whole there is nothing to fear, while <MASK>, stretching out his neck, waited uselessly for the word which had died on the lips of his enfiladed queen. Or else, as he was then- �( oddly enough, the �king, � the �rapacious fool",D2N,0.28565246,0.99342316,-0.7077707
" need their assistance.  Meanwhile, carried away as we are by our narrative, we must leave our three friends to themselves, and follow the Duke of Buckingham and his guide through the labyrinths of the Louvre.     12 GEORGE VILLIERS, DUKE OF BUCKINGHAM   Mme. Bonacieux and the duke entered the Louvre without difficulty. Mme. Bonacieux was known to belong to the queen; the duke wore the uniform of the Musketeers of M. de Treville, who, as we have said, were that evening on guard. Besides, Germain was in the interests of the queen; and if anything should happen, Mme. Bonacieux would be","need their assistance. We know the way our narrative, we must leave our three friends to themselves, and follow the Duke of Buckingham and his retinue through the main gallery. 12 GEORGE VILLIERS, 1st Duke of Angincourt. Bonacieux and the duke entered the Louvre without difficulty. Mme. Kr�ger was visited by the young queen; the duke wore the uniform of the Musketeers of M. de Treville, who, as we have said, were that evening on guard. G�ralta, in turn, was handed G�ralta, and G�ralta�s bouvard bosom, to the Queen; and just as Mme. Bonacieux would be"," need their assistance. Meanwhile, carried away as we are by our narrative, we must leave our three friends to themselves, and follow the Duke of <MASK> and his guide through the labyrinths of the Louvre. 12 GEORGE VILLIERS, DUKE OF <MASK> Mme. <MASK> and the duke entered the Louvre without difficulty. Mme. <MASK> was known to belong to the queen; the duke wore the uniform of the Musketeers of <MASK> <MASK> <MASK>, who, as we have said, were that evening on guard. Besides, <MASK> was in the interests of the queen; and if anything should happen, Mme. <MASK> would be"," need their assistance. We know the way our narrative, we must leave our three friends to themselves, and follow the Duke of <MASK> and his retinue through the main gallery. 12 <MASK> <MASK>, 1st Duke of Angincourt. <MASK> and the duke entered the Louvre without difficulty. Mme. Kr�ger was visited by the young queen; the duke wore the uniform of the Musketeers of <MASK> <MASK> <MASK>, who, as we have said, were that evening on guard. G�ralta, in turn, was handed G�ralta, and G�ralta�s bouvard bosom, to the Queen; and just as Mme. <MASK> would be",D2N,0.9801844,0.9833487,-0.003164351
