,Unnamed: 0,Unnamed: 0.1,text,author
1782,1782,2837," do you say to mrs. dixon?” “mrs. dixon! very true indeed. i had not thought of mrs. dixon. she must know as well as her father, how acceptable an instrument would be; and perhaps the mode of it, the mystery, the surprize, is more like a young woman's scheme than an elderly man's. it is mrs. dixon, i dare say. i told you that your suspicions would guide mine.” “if so, you must extend your suspicions and comprehend _mr_. <mask> in them.” “mr. dixon.--very well. yes, i immediately perceive that it must be the joint present of mr. and mrs. dixon. we were speaking the other day, you know, of",Austen
1783,1783,2929," people in schemes on the subject. frank's was the first idea; and his the greatest zeal in pursuing it; for the lady was the best judge of the difficulties, and the most solicitous for accommodation and appearance. but still she had inclination enough for shewing people again how delightfully mr. <mask> <mask> and miss <mask> danced--for doing that in which she need not blush to compare herself with <mask> <mask> even for simple dancing itself, without any of the wicked aids of vanity--to assist him first in pacing out the room they were in to see what it could be made to hold--and",Austen
1784,1784,5892," as she appeared, if she had not been to allenham; and mrs. <mask> laughed so heartily at the question, as to show she understood it. mr. <mask> looked up on her entering the room, stared at her some minutes, and then returned to his newspaper. mrs. palmer's eye was now caught by the drawings which hung round the room. she got up to examine them. ""oh! dear, how beautiful these are! well! how delightful! do but look, mama, how sweet! i declare they are quite charming; i could look at them for ever."" and then sitting down again, she very soon forgot that there were any such things in the",Austen
1785,1785,4833," say to you. i feel as if i had never done you justice, or loved you as you deserve.” miss <mask> eagerly disclaimed all extraordinary merit, and threw back the praise on her sister's warm affection. “nay,” said <mask>, “this is not fair. _you_ wish to think all the world respectable, and are hurt if i speak ill of anybody. i only want to think _you_ perfect, and you set yourself against it. do not be afraid of my running into any excess, of my encroaching on your privilege of universal good-will. you need not. there are few people whom i really love, and still fewer of whom i think",Austen
1786,1786,3664," there he found occupation for an idle hour, and consolation in a distressed one; there his faculties were roused into admiration and respect, by contemplating the limited remnant of the earliest patents; there any unwelcome sensations, arising from domestic affairs changed naturally into pity and contempt as he turned over the almost endless creations of the last century; and there, if every other leaf were powerless, he could read his own history with an interest which never failed. this was the page at which the favourite volume always opened: ""<mask> of kellynch hall.",Austen
1787,1787,5284," usual to the accents of kitty. as for mary, she was mistress enough of herself to whisper to <mask>, with a countenance of grave reflection, soon after they were seated at table: “this is a most unfortunate affair, and will probably be much talked of. but we must stem the tide of malice, and pour into the wounded bosoms of each other the balm of sisterly consolation.” then, perceiving in <mask> no inclination of replying, she added, “unhappy as the event must be for lydia, we may draw from it this useful lesson: that loss of virtue in a female is irretrievable; that one false",Austen
1788,1788,832," <mask> <mask> was beginning to think matrimony a duty; and as a marriage with mr. <mask> would give her the enjoyment of a larger income than her father's, as well as ensure her the house in town, which was now a prime object, it became, by the same rule of moral obligation, her evident duty to marry mr. <mask> if she could. mrs. <mask> was most zealous in promoting the match, by every suggestion and contrivance likely to enhance its desirableness to either party; and, among other means, by seeking an intimacy with the gentleman's mother, who at present lived with him, and to whom",Austen
1789,1789,2601," been, and might be, and must be. the distressing explanation she had to make to <mask>, and all that poor <mask> would be suffering, with the awkwardness of future meetings, the difficulties of continuing or discontinuing the acquaintance, of subduing feelings, concealing resentment, and avoiding eclat, were enough to occupy her in most unmirthful reflections some time longer, and she went to bed at last with nothing settled but the conviction of her having blundered most dreadfully. to youth and natural cheerfulness like <mask>'s, though under temporary gloom at night, the return of day",Austen
1790,1790,6014," square. towards this home, she began on the approach of january to turn her thoughts, and thither she one day abruptly, and very unexpectedly by them, asked the elder misses <mask> to accompany her. <mask>, without observing the varying complexion of her sister, and the animated look which spoke no indifference to the plan, immediately gave a grateful but absolute denial for both, in which she believed herself to be speaking their united inclinations. the reason alleged was their determined resolution of not leaving their mother at that time of the year. mrs. <mask> received the",Austen
1791,1791,1413," united, and the chief talkers attracting each other, she remained in tranquillity; and as a whist-table was formed after tea--formed really for the amusement of dr. grant, by his attentive wife, though it was not to be supposed so--and miss <mask> took her harp, she had nothing to do but to listen; and her tranquillity remained undisturbed the rest of the evening, except when mr. <mask> now and then addressed to her a question or observation, which she could not avoid answering. miss <mask> was too much vexed by what had passed to be in a humour for anything but music. with that she",Austen
1792,1792,1284," rushworth, “in my opinion it is very disagreeable to be always rehearsing. it is having too much of a good thing. i am not so fond of acting as i was at first. i think we are a great deal better employed, sitting comfortably here among ourselves, and doing nothing.” sir <mask> looked again, and then replied with an approving smile, “i am happy to find our sentiments on this subject so much the same. it gives me sincere satisfaction. that i should be cautious and quick-sighted, and feel many scruples which my children do _not_ feel, is perfectly natural; and equally so that my value for",Austen
1793,1793,6154," would take place even within a few weeks, with many particulars of preparations and other matters. one thing, especially, i remember, because it served to identify the man still more:--as soon as the ceremony was over, they were to go to combe magna, his seat in somersetshire. my astonishment!--but it would be impossible to describe what i felt. the communicative lady i learnt, on inquiry, for i stayed in the shop till they were gone, was a mrs. ellison, and that, as i have been since informed, is the name of miss grey's guardian."" ""it is. but have you likewise heard that miss <mask> has",Austen
1794,1794,4150," against mr <mask>. though they had now been acquainted a month, she could not be satisfied that she really knew his character. that he was a sensible man, an agreeable man, that he talked well, professed good opinions, seemed to judge properly and as a man of principle, this was all clear enough. he certainly knew what was right, nor could she fix on any one article of moral duty evidently transgressed; but yet she would have been afraid to answer for his conduct. she distrusted the past, if not the present. the names which occasionally dropt of former associates, the allusions to",Austen
1795,1795,3448," mr. <mask> to all the world; let <mask> and <mask> lose none of their precious intercourse of friendship and confidence, and her peace would be fully secured.--marriage, in fact, would not do for her. it would be incompatible with what she owed to her father, and with what she felt for him. nothing should separate her from her father. she would not marry, even if she were asked by mr. <mask>. it must be her ardent wish that <mask> might be disappointed; and she hoped, that when able to see them together again, she might at least be able to ascertain what the chances for it",Austen
1796,1796,1531," think of him as miss <mask> might be justified in thinking, would in her be insanity. to her he could be nothing under any circumstances; nothing dearer than a friend. why did such an idea occur to her even enough to be reprobated and forbidden? it ought not to have touched on the confines of her imagination. she would endeavour to be rational, and to deserve the right of judging of miss <mask>'s character, and the privilege of true solicitude for him by a sound intellect and an honest heart. she had all the heroism of principle, and was determined to do her duty; but having also many",Austen
1797,1797,400," readily as they were offered, and allowing him almost an equal share with <mask> in her notice and smiles, the alteration became too positive to be passed over. what could be meant by such unsteady conduct, what her friend could be at, was beyond her comprehension. <mask> could not be aware of the pain she was inflicting; but it was a degree of wilful thoughtlessness which <mask> could not but resent. <mask> was the sufferer. she saw him grave and uneasy; and however careless of his present comfort the woman might be who had given him her heart, to her it was always an object. for poor",Austen
1798,1798,3153," to, and with happy smiles must hurry away. mrs. <mask> turned to mrs. weston. “i have no doubt of its being our carriage with miss <mask> and <mask>. our coachman and horses are so extremely expeditious!--i believe we drive faster than any body.--what a pleasure it is to send one's carriage for a friend!--i understand you were so kind as to offer, but another time it will be quite unnecessary. you may be very sure i shall always take care of _them_.” miss <mask> and miss fairfax, escorted by the two gentlemen, walked into the room; and mrs. <mask> seemed to think it as much her duty as mrs.",Austen
1799,1799,2244," was the mistress of a school--not of a seminary, or an establishment, or any thing which professed, in long sentences of refined nonsense, to combine liberal acquirements with elegant morality, upon new principles and new systems--and where young ladies for enormous pay might be screwed out of health and into vanity--but a real, honest, old-fashioned boarding-school, where a reasonable quantity of accomplishments were sold at a reasonable price, and where girls might be sent to be out of the way, and scramble themselves into a little education, without any danger of coming back",Austen
1800,1800,1578," danced together, but it was not her gaiety that could do him good: it rather sank than raised his comfort; and afterwards, for he found himself still impelled to seek her again, she had absolutely pained him by her m<mask>r of speaking of the profession to which he was now on the point of belonging. they had talked, and they had been silent; he had reasoned, she had ridiculed; and they had parted at last with mutual vexation. <mask>, not able to refrain entirely from observing them, had seen enough to be tolerably satisfied. it was barbarous to be happy when <mask> was suffering. yet some",Austen
1801,1801,2690," known that they were a little acquainted; but not a syllable of real information could <mask> procure as to what he truly was. “was he handsome?”--“she believed he was reckoned a very fine young man.” “was he agreeable?”--“he was generally thought so.” “did he appear a sensible young man; a young man of information?”--“at a watering-place, or in a common london acquaintance, it was difficult to decide on such points. m<mask>rs were all that could be safely judged of, under a much longer knowledge than they had yet had of mr. churchill. she believed every body found his m<mask>rs pleasing.” <mask>",Austen
1802,1802,1242," one concerned was looking forward with eagerness. there seemed a general diffusion of cheerfulness on the occasion. <mask> was enjoying such an advance towards the end; <mask> was in spirits from the morning's rehearsal, and little vexations seemed everywhere smoothed away. all were alert and impatient; the ladies moved soon, the gentlemen soon followed them, and with the exception of lady bertram, mrs. norris, and julia, everybody was in the theatre at an early hour; and having lighted it up as well as its unfinished state admitted, were waiting only the arrival of mrs. <mask> and the <mask>",Austen
1803,1803,2391," he was very sure there must be a _lady_ in the case, and he told him so; and mr. <mask> only looked very conscious and smiling, and rode off in great spirits. miss <mask> had told her all this, and had talked a great deal more about mr. <mask> and said, looking so very significantly at her, “that she did not pretend to understand what his business might be, but she only knew that any woman whom mr. <mask> could prefer, she should think the luckiest woman in the world; for, beyond a doubt, mr. <mask> had not his equal for beauty or agreeableness.” chapter ix mr. <mask> might quarrel with",Austen
1804,1804,2758," to make himself agreeable; the conviction was strengthened by what followed. he was very much pleased with randalls, thought it a most admirably arranged house, would hardly allow it even to be very small, admired the situation, the walk to highbury, highbury itself, <mask> still more, and professed himself to have always felt the sort of interest in the country which none but one's _own_ country gives, and the greatest curiosity to visit it. that he should never have been able to indulge so amiable a feeling before, passed suspiciously through <mask>'s brain; but still, if it were a",Austen
1805,1805,494," to seize the advantage of an outer door, and then expressing his wish to examine the effect of some recent alterations about the tea-house, proposed it as no unpleasant extension of their walk, if miss <mask> were not tired. “but where are you going, eleanor? why do you choose that cold, damp path to it? miss <mask> will get wet. our best way is across the park.” “this is so favourite a walk of mine,” said miss <mask>, “that i always think it the best and nearest way. but perhaps it may be damp.” it was a narrow winding path through a thick grove of old scotch firs; and <mask>,",Austen
1806,1806,2680," <mask> had once told her it was because she saw in her the really accomplished young woman, which she wanted to be thought herself; and though the accusation had been eagerly refuted at the time, there were moments of self-examination in which her conscience could not quite acquit her. but “she could never get acquainted with her: she did not know how it was, but there was such coldness and reserve--such apparent indifference whether she pleased or not--and then, her aunt was such an eternal talker!--and she was made such a fuss with by every body!--and it had been always imagined that",Austen
1807,1807,6377," on a pair of silk stockings and came off with the richardsons."" ""i do not understand what you mean by interrupting them,"" said <mask>; ""you were all in the same room together, were not you?"" ""no, indeed, not us. la! miss dashwood, do you think people make love when any body else is by? oh, for shame!--to be sure you must know better than that. (laughing affectedly.)--no, no; they were shut up in the drawing-room together, and all i heard was only by listening at the door."" ""how!"" cried <mask>; ""have you been repeating to me what you only learnt yourself by listening at the door? i",Austen
1808,1808,2813," done without neglecting his comfort--how certainly mrs. goddard, if not mrs. bates, might be depended on for bearing him company--mr. <mask> was to be talked into an acquiescence of his daughter's going out to dinner on a day now near at hand, and spending the whole evening away from him. as for _his_ going, <mask> did not wish him to think it possible, the hours would be too late, and the party too numerous. he was soon pretty well resigned. “i am not fond of dinner-visiting,” said he--“i never was. no more is <mask>. late hours do not agree with us. i am sorry mr. and mrs. <mask> should",Austen
1809,1809,4074," all bath. they had the pleasure of assuring her that bath more than answered their expectations in every respect. their house was undoubtedly the best in camden place; their drawing-rooms had many decided advantages over all the others which they had either seen or heard of, and the superiority was not less in the style of the fitting-up, or the taste of the furniture. their acquaintance was exceedingly sought after. everybody was wanting to visit them. they had drawn back from many introductions, and still were perpetually having cards left by people of whom they knew nothing. here",Austen
1810,1810,3400," us make the best of it--and, indeed, almost every thing may be fairly said in her favour. it is not a connexion to gratify; but if mr. <mask> does not feel that, why should we? and it may be a very fortunate circumstance for him, for frank, i mean, that he should have attached himself to a girl of such steadiness of character and good judgment as i have always given her credit for--and still am disposed to give her credit for, in spite of this one great deviation from the strict rule of right. and how much may be said in her situation for even that error!” “much, indeed!” cried <mask>",Austen
1811,1811,2318," the corner of the sofa is very good. then here is my last,”--unclosing a pretty sketch of a gentleman in small size, whole-length--“my last and my best--my brother, mr. <mask> <mask> did not want much of being finished, when i put it away in a pet, and vowed i would never take another likeness. i could not help being provoked; for after all my pains, and when i had really made a very good likeness of it--(mrs. <mask> and i were quite agreed in thinking it _very_ like)--only too handsome--too flattering--but that was a fault on the right side”--after all this, came poor dear",Austen
1812,1812,3773," sent me of yourself! you wrote in the cheerfullest m<mask>r, and said you were perfectly well, and in no hurry for me; and that being the case, you must be aware that my wish would be to remain with <mask> <mask> to the last: and besides what i felt on her account, i have really been so busy, have had so much to do, that i could not very conveniently have left kellynch sooner."" ""dear me! what can you possibly have to do?"" ""a great many things, i assure you. more than i can recollect in a moment; but i can tell you some. i have been making a duplicate of the catalogue of my father's",Austen
1813,1813,5019," to the sense and disposition of both. i will only say farther that from what passed that evening, my opinion of all parties was confirmed, and every inducement heightened which could have led me before, to preserve my friend from what i esteemed a most unhappy connection. he left netherfield for london, on the day following, as you, i am certain, remember, with the design of soon returning. “the part which i acted is now to be explained. his sisters' uneasiness had been equally excited with my own; our coincidence of feeling was soon discovered, and, alike sensible that no time was to",Austen
1814,1814,3413," you to give way to your own feelings?--i never had the slightest suspicion, till within the last hour, of mr. <mask> <mask> having the least regard for <mask> fairfax. you may be very sure that if i had, i should have cautioned you accordingly.” “me!” cried <mask>, colouring, and astonished. “why should you caution me?--you do not think i care about mr. <mask> churchill.” “i am delighted to hear you speak so stoutly on the subject,” replied <mask>, smiling; “but you do not mean to deny that there was a time--and not very distant either--when you gave me reason to",Austen
1815,1815,1147," few minutes mr. <mask> was called out of the room to satisfy some doubts of the carpenter; and being accompanied by mr. <mask> and followed soon afterwards by mr. <mask> <mask> almost immediately took the opportunity of saying, “i cannot, before mr. <mask> speak what i feel as to this play, without reflecting on his friends at ecclesford; but i must now, my dear maria, tell _you_, that i think it exceedingly unfit for private representation, and that i hope you will give it up. i cannot but suppose you _will_ when you have read it carefully over. read only the first act aloud to either",Austen
1816,1816,1273," it would be the last--in all probability--the last scene on that stage; but he was sure there could not be a finer. the house would close with the greatest eclat. there was little time, however, for the indulgence of any images of merriment. it was necessary for him to step forward, too, and assist the introduction, and with many awkward sensations he did his best. sir <mask> received mr. <mask> with all the appearance of cordiality which was due to his own character, but was really as far from pleased with the necessity of the acquaintance as with the m<mask>r of its commencement. mr.",Austen
1817,1817,3439," with insufferable vanity had she believed herself in the secret of every body's feelings; with unpardonable arrogance proposed to arrange every body's destiny. she was proved to have been universally mistaken; and she had not quite done nothing--for she had done mischief. she had brought evil on <mask>, on herself, and she too much feared, on mr. <mask>.--were this most unequal of all connexions to take place, on her must rest all the reproach of having given it a beginning; for his attachment, she must believe to be produced only by a consciousness of <mask>'s;--and even were this not",Austen
1818,1818,256," though pained by such tender, such flattering supplication, could not allow it to influence her. <mask> then tried another method. she reproached her with having more affection for miss <mask>, though she had known her so little a while, than for her best and oldest friends, with being grown cold and indifferent, in short, towards herself. “i cannot help being jealous, <mask>, when i see myself slighted for strangers, i, who love you so excessively! when once my affections are placed, it is not in the power of anything to change them. but i believe my feelings are stronger than",Austen
1819,1819,1704," endeavour to reason yourself into a stronger frame of mind. i advise you to go out: the air will do you good; go out for an hour on the gravel; you will have the shrubbery to yourself, and will be the better for air and exercise. and, <mask>” (turning back again for a moment), “i shall make no mention below of what has passed; i shall not even tell your aunt bertram. there is no occasion for spreading the disappointment; say nothing about it yourself.” this was an order to be most joyfully obeyed; this was an act of kindness which <mask> felt at her heart. to be spared from her aunt norris's",Austen
1820,1820,4059," be so much pleased with his mind, that she would very soon see no deficiency in his m<mask>r."" ""so do i, <mask>,"" said charles. ""i am sure lady <mask> would like him. he is just lady russell's sort. give him a book, and he will read all day long."" ""yes, that he will!"" exclaimed mary, tauntingly. ""he will sit poring over his book, and not know when a person speaks to him, or when one drops one's scissors, or anything that happens. do you think <mask> <mask> would like that?"" lady <mask> could not help laughing. ""upon my word,"" said she, ""i should not have supposed that my opinion of",Austen
1821,1821,4983," as their visitor left them, she could think without interruption of all that she had heard. it was not to be supposed that any other people could be meant than those with whom she was connected. there could not exist in the world _two_ men over whom mr. <mask> could have such boundless influence. that he had been concerned in the measures taken to separate <mask> and <mask> she had never doubted; but she had always attributed to miss bingley the principal design and arrangement of them. if his own vanity, however, did not mislead him, _he_ was the cause, his pride and caprice were the",Austen
1822,1822,2164," and devote herself to her unfortunate maria, and in an establishment being formed for them in another country, remote and private, where, shut up together with little society, on one side no affection, on the other no judgment, it may be reasonably supposed that their tempers became their mutual punishment. mrs. norris's removal from <mask> was the great supplementary comfort of sir thomas's life. his opinion of her had been sinking from the day of his return from antigua: in every transaction together from that period, in their daily intercourse, in business, or in chat, she had been",Austen
1823,1823,6016," object to it; for i have had such good luck in getting my own children off my hands that she will think me a very fit person to have the charge of you; and if i don't get one of you at least well married before i have done with you, it shall not be my fault. i shall speak a good word for you to all the young men, you may depend upon it."" ""i have a notion,"" said sir john, ""that miss <mask> would not object to such a scheme, if her elder sister would come into it. it is very hard indeed that she should not have a little pleasure, because miss <mask> does not wish it. so i would",Austen
1824,1824,3071," thought them the worst of the two,” replied he coolly. “business, you know, may bring money, but friendship hardly ever does.” “ah! you are not serious now. i know mr. <mask> <mask> too well--i am very sure he understands the value of friendship as well as any body. i can easily believe that letters are very little to you, much less than to me, but it is not your being ten years older than myself which makes the difference, it is not age, but situation. you have every body dearest to you always at hand, i, probably, never shall again; and therefore till i have outlived all my",Austen
1825,1825,947," that in her head; and the sudden change which <mask>'s kindness had then occasioned, made her hardly know how to support herself. chapter viii <mask>'s rides recommenced the very next day; and as it was a pleasant fresh-feeling morning, less hot than the weather had lately been, <mask> trusted that her losses, both of health and pleasure, would be soon made good. while she was gone mr. <mask> arrived, escorting his mother, who came to be civil and to shew her civility especially, in urging the execution of the plan for visiting sotherton, which had been started a fortnight before, and",Austen
1826,1826,2724," nothing else; and <mask>, at last, in order to put the <mask> out of her head, was obliged to hurry on the news, which she had meant to give with so much tender caution; hardly knowing herself whether to rejoice or be angry, ashamed or only amused, at such a state of mind in poor <mask>--such a conclusion of mr. elton's importance with her! mr. elton's rights, however, gradually revived. though she did not feel the first intelligence as she might have done the day before, or an hour before, its interest soon increased; and before their first conversation was over, she had talked herself",Austen
1827,1827,5750," indeed, but i am much better acquainted with him, than i am with any other creature in the world, except yourself and mama. it is not time or opportunity that is to determine intimacy;--it is disposition alone. seven years would be insufficient to make some people acquainted with each other, and seven days are more than enough for others. i should hold myself guilty of greater impropriety in accepting a horse from my brother, than from <mask>. of <mask> <mask> know very little, though we have lived together for years; but of <mask> my judgment has long been formed."" <mask> thought it",Austen
1828,1828,2802," very good story; but that mrs. <mask> did not like it, was clear enough, by her passing it over as quickly as possible, and making no other comment than that “all young people would have their little whims.” with the exception of this little blot, <mask> found that his visit hitherto had given her friend only good ideas of him. mrs. <mask> was very ready to say how attentive and pleasant a companion he made himself--how much she saw to like in his disposition altogether. he appeared to have a very open temper--certainly a very cheerful and lively one; she could observe nothing wrong in his",Austen
1829,1829,4214," and mrs clay, were the earliest of all their party at the rooms in the evening; and as lady <mask> must be waited for, they took their station by one of the fires in the octagon room. but hardly were they so settled, when the door opened again, and captain <mask> walked in alone. <mask> was the nearest to him, and making yet a little advance, she instantly spoke. he was preparing only to bow and pass on, but her gentle ""how do you do?"" brought him out of the straight line to stand near her, and make enquiries in return, in spite of the formidable father and sister in the back",Austen
1830,1830,4177," you. this is treating me like a friend. here i am, you see, staring at a picture. i can never get by this shop without stopping. but what a thing here is, by way of a boat! do look at it. did you ever see the like? what queer fellows your fine painters must be, to think that anybody would venture their lives in such a shapeless old cockleshell as that? and yet here are two gentlemen stuck up in it mightily at their ease, and looking about them at the rocks and mountains, as if they were not to be upset the next moment, which they certainly must be. i wonder where that boat was",Austen
1831,1831,15," advice of the most important and applicable nature must of course flow from her wise lips in their parting conference in her closet. cautions against the violence of such noblemen and baronets as delight in forcing young ladies away to some remote farm-house, must, at such a moment, relieve the fulness of her heart. who would not think so? but mrs. <mask> knew so little of lords and baronets, that she entertained no notion of their general mischievousness, and was wholly unsuspicious of danger to her daughter from their machinations. her cautions were confined to the following points. “i",Austen
1832,1832,3953," gaze on a first return to the sea, who ever deserved to look on it at all, proceeded towards the cobb, equally their object in itself and on captain <mask>'s account: for in a small house, near the foot of an old pier of unknown date, were the harvilles settled. captain <mask> turned in to call on his friend; the others walked on, and he was to join them on the cobb. they were by no means tired of wondering and admiring; and not even <mask> seemed to feel that they had parted with captain <mask> long, when they saw him coming after them, with three companions, all well known",Austen
1833,1833,5053," thus been self-attracted by the rest of her family; and as she considered that <mask>'s disappointment had in fact been the work of her nearest relations, and reflected how materially the credit of both must be hurt by such impropriety of conduct, she felt depressed beyond anything she had ever known before. after wandering along the lane for two hours, giving way to every variety of thought--re-considering events, determining probabilities, and reconciling herself, as well as she could, to a change so sudden and so important, fatigue, and a recollection of her long absence, made her at",Austen
1834,1834,5951," it could be of any use to you to know my opinion of her. but really i never understood that you were at all connected with that family, and therefore i am a little surprised, i confess, at so serious an inquiry into her character."" ""i dare say you are, and i am sure i do not at all wonder at it. but if i dared tell you all, you would not be so much surprised. mrs. <mask> is certainly nothing to me at present--but the time may come--how soon it will come must depend upon herself--when we may be very intimately connected."" she looked down as she said this, amiably bashful, with only",Austen
1835,1835,6295," really like them at all. because they neither flattered herself nor her children, she could not believe them good-natured; and because they were fond of reading, she fancied them satirical: perhaps without exactly knowing what it was to be satirical; but that did not signify. it was censure in common use, and easily given. their presence was a restraint both on her and on <mask>. it checked the idleness of one, and the business of the other. lady <mask> was ashamed of doing nothing before them, and the flattery which <mask> was proud to think of and administer at other times, she feared",Austen
1836,1836,4268," preserving, though there may be nothing durable beneath. however, i have determined; i think i am right; i think you ought to be made acquainted with mr <mask>'s real character. though i fully believe that, at present, you have not the smallest intention of accepting him, there is no saying what may happen. you might, some time or other, be differently affected towards him. hear the truth, therefore, now, while you are unprejudiced. mr <mask> is a man without heart or conscience; a designing, wary, cold-blooded being, who thinks only of himself; whom for his own interest or ease,",Austen
1837,1837,2090," annihilation. nothing happened the next day, or the next, to weaken her terrors. two posts came in, and brought no refutation, public or private. there was no second letter to explain away the first from miss <mask>; there was no intelligence from <mask>, though it was now full time for her to hear again from her aunt. this was an evil omen. she had, indeed, scarcely the shadow of a hope to soothe her mind, and was reduced to so low and wan and trembling a condition, as no mother, not unkind, except mrs. price could have overlooked, when the third day did bring the sickening knock,",Austen
1838,1838,2038," house of one of these young men to the comforts of sickness and solitude, and the attendance only of servants. instead of being soon well enough to follow his friends, as he had then hoped, his disorder increased considerably, and it was not long before he thought so ill of himself as to be as ready as his physician to have a letter despatched to <mask>. “this distressing intelligence, as you may suppose,” observed her ladyship, after giving the substance of it, “has agitated us exceedingly, and we cannot prevent ourselves from being greatly alarmed and apprehensive for the poor",Austen
1839,1839,4591," one tires of anything than of a book! when i have a house of my own, i shall be miserable if i have not an excellent library.” no one made any reply. she then yawned again, threw aside her book, and cast her eyes round the room in quest for some amusement; when hearing her brother mentioning a ball to miss bennet, she turned suddenly towards him and said: “by the bye, charles, are you really serious in meditating a dance at netherfield? i would advise you, before you determine on it, to consult the wishes of the present party; i am much mistaken if there are not some among us to whom",Austen
1840,1840,261," think you had been so obstinate, <mask>,” said james; “you were not used to be so hard to persuade; you once were the kindest, best-tempered of my sisters.” “i hope i am not less so now,” she replied, very feelingly; “but indeed i cannot go. if i am wrong, i am doing what i believe to be right.” “i suspect,” said <mask>, in a low voice, “there is no great struggle.” <mask>'s heart swelled; she drew away her arm, and <mask> made no opposition. thus passed a long ten minutes, till they were again joined by thorpe, who, coming to them with a gayer look, said, “well, i have settled",Austen
1841,1841,4663," disappointing the hopes and disgracing the memory of his father.” <mask> found the interest of the subject increase, and listened with all her heart; but the delicacy of it prevented further inquiry. mr. <mask> began to speak on more general topics, meryton, the neighbourhood, the society, appearing highly pleased with all that he had yet seen, and speaking of the latter with gentle but very intelligible gallantry. “it was the prospect of constant society, and good society,” he added, “which was my chief inducement to enter the ----shire. i knew it to be a most respectable, agreeable",Austen
1842,1842,1083," it. when he had told of his horse, he took a newspaper from the table, and looking over it, said in a languid way, “if you want to dance, <mask>, i will stand up with you.” with more than equal civility the offer was declined; she did not wish to dance. “i am glad of it,” said he, in a much brisker tone, and throwing down the newspaper again, “for i am tired to death. i only wonder how the good people can keep it up so long. they had need be _all_ in love, to find any amusement in such folly; and so they are, i fancy. if you look at them you may see they are so many couple of",Austen
1843,1843,5392," but it was agreed that he should be in london once more when the wedding took place, and all money matters were then to receive the last finish. “i believe i have now told you every thing. it is a relation which you tell me is to give you great surprise; i hope at least it will not afford you any displeasure. <mask> came to us; and <mask> had constant admission to the house. _he_ was exactly what he had been, when i knew him in hertfordshire; but i would not tell you how little i was satisfied with her behaviour while she staid with us, if i had not perceived, by <mask>'s letter last",Austen
1844,1844,2092," act; and i write, by his desire, to propose your returning home. he is anxious to get you there for my mother's sake. i shall be at portsmouth the morning after you receive this, and hope to find you ready to set off for <mask>. my father wishes you to invite <mask> to go with you for a few months. settle it as you like; say what is proper; i am sure you will feel such an instance of his kindness at such a moment! do justice to his meaning, however i may confuse it. you may imagine something of my present state. there is no end of the evil let loose upon us. you will see me early by the",Austen
1845,1845,4706," seen. it is evident that you belong to the first circles. allow me to say, however, that your fair partner does not disgrace you, and that i must hope to have this pleasure often repeated, especially when a certain desirable event, my dear <mask> <mask> at her sister and bingley) shall take place. what congratulations will then flow in! i appeal to mr. <mask>:--but let me not interrupt you, sir. you will not thank me for detaining you from the bewitching converse of that young lady, whose bright eyes are also upbraiding me.” the latter part of this address was scarcely heard by <mask>;",Austen
1846,1846,4807," but on the following morning, every hope of this kind was done away. miss <mask> called soon after breakfast, and in a private conference with <mask> related the event of the day before. the possibility of mr. collins's fancying himself in love with her friend had once occurred to <mask> within the last day or two; but that charlotte could encourage him seemed almost as far from possibility as she could encourage him herself, and her astonishment was consequently so great as to overcome at first the bounds of decorum, and she could not help crying out: “engaged to mr. collins! my",Austen
1847,1847,4895," just what it had been, and he detained her some minutes at the gate to hear and satisfy his inquiries after all her family. they were then, with no other delay than his pointing out the neatness of the entrance, taken into the house; and as soon as they were in the parlour, he welcomed them a second time, with ostentatious formality to his humble abode, and punctually repeated all his wife's offers of refreshment. <mask> was prepared to see him in his glory; and she could not help in fancying that in displaying the good proportion of the room, its aspect and its furniture, he addressed",Austen
1848,1848,3845," and consequently must make her happier. <mask> <mask> had used such words, or something like them, but without an idea that they would be carried round to her. he had thought her wretchedly altered, and in the first moment of appeal, had spoken as he felt. he had not forgiven <mask> <mask> <mask> had used him ill, deserted and disappointed him; and worse, she had shewn a feebleness of character in doing so, which his own decided, confident temper could not endure. she had given him up to oblige others. it had been the effect of over-persuasion. it had been weakness and",Austen
1849,1849,1518," <mask>, complaisant as a sister, was careless as a woman and a friend. reflecting and doubting, and feeling that the possession of what she had so much wished for did not bring much satisfaction, she now walked home again, with a change rather than a diminution of cares since her treading that path before. chapter xxvii on reaching home <mask> went immediately upstairs to deposit this unexpected acquisition, this doubtful good of a necklace, in some favourite box in the east room, which held all her smaller treasures; but on opening the door, what was her surprise to find her cousin",Austen
1850,1850,2616," of any body equal to him in person or goodness--and did, in truth, prove herself more resolutely in love than <mask> had foreseen; but yet it appeared to her so natural, so inevitable to strive against an inclination of that sort _unrequited_, that she could not comprehend its continuing very long in equal force. if mr. elton, on his return, made his own indifference as evident and indubitable as she could not doubt he would anxiously do, she could not imagine <mask>'s persisting to place her happiness in the sight or the recollection of him. their being fixed, so absolutely fixed, in the",Austen
1851,1851,586," no more pressing solicitude than that of making miss <mask>'s time at northanger pass pleasantly. he often expressed his uneasiness on this head, feared the sameness of every day's society and employments would disgust her with the place, wished the lady frasers had been in the country, talked every now and then of having a large party to dinner, and once or twice began even to calculate the number of young dancing people in the neighbourhood. but then it was such a dead time of year, no wild-fowl, no game, and the lady frasers were not in the country. and it all ended, at last, in his",Austen
