text,author
" But history, real solemn history, I cannot beinterested in. Can you?”“Yes, I am fond of history.”“I wish I were too. I read it a little as a duty, but it tells menothing that does not either vex or weary me. The quarrels of popes andkings, with wars or pestilences, in every page; the men all so good fornothing, and hardly any women at all--it is very tiresome: and yet Ioften think it odd that it should be so dull, for a great deal of itmust be invention. The speeches that are put into the heroes' mouths,their thoughts and designs--the chief of all this must be invention, andinvention is ",Austen
" see her to-morrow.""""Ay, to be sure, I thought as much.  Well, Colonel, I have brought twoyoung ladies with me, you see--that is, you see but one of them now,but there is another somewhere.  Your friend, Miss Marianne, too--whichyou will not be sorry to hear.  I do not know what you and Mr.Willoughby will do between you about her.  Ay, it is a fine thing to beyoung and handsome.  Well! I was young once, but I never was veryhandsome--worse luck for me.  However, I got a very good husband, and Idon't know what the greatest beauty can do more.  Ah! poor man! he hasbeen dead these eight y",Austen
" a swoon.""You may well be surprised,"" continued Lucy; ""for to be sure you couldhave had no idea of it before; for I dare say he never dropped thesmallest hint of it to you or any of your family; because it was alwaysmeant to be a great secret, and I am sure has been faithfully kept soby me to this hour.  Not a soul of all my relations know of it butAnne, and I never should have mentioned it to you, if I had not feltthe greatest dependence in the world upon your secrecy; and I reallythought my behaviour in asking so many questions about Mrs. Ferrarsmust seem so odd, that it ought to be explai",Austen
" manner does not do him justice.""""Indeed you are mistaken there, sir; I should never augur want ofspirit from Captain Benwick's manners.  I thought them particularlypleasing, and I will answer for it, they would generally please.""""Well, well, ladies are the best judges; but James Benwick is rathertoo piano for me; and though very likely it is all our partiality,Sophy and I cannot help thinking Frederick's manners better than his.There is something about Frederick more to our taste.""Anne was caught.  She had only meant to oppose the too common idea ofspirit and gentleness being incompatible wit",Austen
" pressing her hand with a look of solemnity, and a few words spokentoo low to reach her ear, hurried into the carriage.  It was then abouttwelve o'clock, and she returned to her sister's apartment to wait forthe arrival of the apothecary, and to watch by her the rest of thenight.  It was a night of almost equal suffering to both.  Hour afterhour passed away in sleepless pain and delirium on Marianne's side, andin the most cruel anxiety on Elinor's, before Mr. Harris appeared.  Herapprehensions once raised, paid by their excess for all her formersecurity; and the servant who sat up with her, ",Austen
" pleasantness of the morning, to stop at the gates andlook into the park. The five weeks which she had now passed in Kent hadmade a great difference in the country, and every day was adding to theverdure of the early trees. She was on the point of continuing her walk,when she caught a glimpse of a gentleman within the sort of grove whichedged the park; he was moving that way; and, fearful of its being Mr.Darcy, she was directly retreating. But the person who advanced was nownear enough to see her, and stepping forward with eagerness, pronouncedher name. She had turned away; but on hearing hers",Austen
" complied, and being properly equipped, was moreimpatient than ever to be at the pump-room, that she might informherself of General Tilney's lodgings, for though she believed they werein Milsom Street, she was not certain of the house, and Mrs. Allen'swavering convictions only made it more doubtful. To Milsom Street shewas directed, and having made herself perfect in the number, hastenedaway with eager steps and a beating heart to pay her visit, explain herconduct, and be forgiven; tripping lightly through the church-yard, andresolutely turning away her eyes, that she might not be ob",Austen
" matter I may ever have to bestow, but the childrenof my sisters?--and I am sure Mr. Norris is too just--but you know I ama woman of few words and professions. Do not let us be frightened froma good deed by a trifle. Give a girl an education, and introduceher properly into the world, and ten to one but she has the means ofsettling well, without farther expense to anybody. A niece of ours, SirThomas, I may say, or at least of _yours_, would not grow up in thisneighbourhood without many advantages. I don't say she would be sohandsome as her cousins. I dare say she would not; but she would ",Austen
" and probability, that on merely hearing the name of the MissDashwoods, and understanding them to be Mr. Dashwood's sisters, sheimmediately concluded them to be staying in Harley Street; and thismisconstruction produced within a day or two afterwards, cards ofinvitation for them as well as for their brother and sister, to a smallmusical party at her house.  The consequence of which was, that Mrs.John Dashwood was obliged to submit not only to the exceedingly greatinconvenience of sending her carriage for the Miss Dashwoods, but, whatwas still worse, must be subject to all the unpleasantne",Austen
" I do not know. I cannot recollect.--It is very odd, but I cannotrecollect.--Mr. Elton was sitting here, I remember, much about where Iam now.”--“Well, go on.”“Oh! that's all. I have nothing more to shew you, or to say--except thatI am now going to throw them both behind the fire, and I wish you to seeme do it.”“My poor dear Harriet! and have you actually found happiness intreasuring up these things?”“Yes, simpleton as I was!--but I am quite ashamed of it now, and wish Icould forget as easily as I can burn them. It was very wrong of me, youknow, to keep any remembrances, after he was mar",Austen
" an excellent Amelia.”“Do not be afraid of _my_ wanting the character,” cried Julia, withangry quickness: “I am _not_ to be Agatha, and I am sure I will donothing else; and as to Amelia, it is of all parts in the world themost disgusting to me. I quite detest her. An odious, little, pert,unnatural, impudent girl. I have always protested against comedy, andthis is comedy in its worst form.” And so saying, she walked hastilyout of the room, leaving awkward feelings to more than one, but excitingsmall compassion in any except Fanny, who had been a quiet auditor ofthe whole, and who could not thi",Austen
" put yourselfforward. What should Sir Thomas want you for? It is me, Baddeley, youmean; I am coming this moment. You mean me, Baddeley, I am sure; SirThomas wants me, not Miss Price.”But Baddeley was stout. “No, ma'am, it is Miss Price; I am certain ofits being Miss Price.” And there was a half-smile with the words, whichmeant, “I do not think you would answer the purpose at all.”Mrs. Norris, much discontented, was obliged to compose herself to workagain; and Fanny, walking off in agitating consciousness, found herself,as she anticipated, in another minute alone with Mr. Crawford.CHAPTER XXX",Austen
" even Knightley could be so very eccentric;--and hisservants forgot it. Depend upon it, that was the case: and very likelyto happen with the Donwell servants, who are all, I have often observed,extremely awkward and remiss.--I am sure I would not have such acreature as his Harry stand at our sideboard for any consideration. Andas for Mrs. Hodges, Wright holds her very cheap indeed.--She promisedWright a receipt, and never sent it.”“I met William Larkins,” continued Mr. Elton, “as I got near the house,and he told me I should not find his master at home, but I did notbelieve him.--William se",Austen
" past that any revivingquestion from her would have been awkward.Now, it so happened that in spite of Emma's resolution of nevermarrying, there was something in the name, in the idea of Mr.Frank Churchill, which always interested her. She had frequentlythought--especially since his father's marriage with Miss Taylor--thatif she _were_ to marry, he was the very person to suit her in age,character and condition. He seemed by this connexion between thefamilies, quite to belong to her. She could not but suppose it to bea match that every body who knew them must think of. That Mr. and Mrs.Wes",Austen
" had retreated as much as possible out of sight, to conceal herdistress; and Margaret, understanding some part, but not the whole ofthe case, thought it incumbent on her to be dignified, and thereforetook a seat as far from him as she could, and maintained a strictsilence.When Elinor had ceased to rejoice in the dryness of the season, a veryawful pause took place.  It was put an end to by Mrs. Dashwood, whofelt obliged to hope that he had left Mrs. Ferrars very well.  In ahurried manner, he replied in the affirmative.Another pause.Elinor resolving to exert herself, though fearing",Austen
" him, he will be a treasureat Highbury. We do not often look upon fine young men, well-bred andagreeable. We must not be nice and ask for all the virtues into thebargain. Cannot you imagine, Mr. Knightley, what a _sensation_ hiscoming will produce? There will be but one subject throughout theparishes of Donwell and Highbury; but one interest--one object ofcuriosity; it will be all Mr. Frank Churchill; we shall think and speakof nobody else.”“You will excuse my being so much over-powered. If I find himconversable, I shall be glad of his acquaintance; but if he is only achattering coxcomb, he w",Austen
" it, to see other symptoms of recent habitation and a general airof confusion in the furniture. The removal of the bookcase from beforethe billiard-room door struck him especially, but he had scarcely morethan time to feel astonished at all this, before there were sounds fromthe billiard-room to astonish him still farther. Some one was talkingthere in a very loud accent; he did not know the voice--more thantalking--almost hallooing. He stepped to the door, rejoicing at thatmoment in having the means of immediate communication, and, opening it,found himself on the stage of a theatre, and o",Austen
" come to hisfriend within a few days,” she added, “I shall know how to understandit. I shall then give over every expectation, every wish of hisconstancy. If he is satisfied with only regretting me, when he mighthave obtained my affections and hand, I shall soon cease to regret himat all.”                          * * * * *The surprise of the rest of the family, on hearing who their visitor hadbeen, was very great; but they obligingly satisfied it, with the samekind of supposition which had appeased Mrs. Bennet's curiosity; andElizabeth was spared from much teasing on the subject.The nex",Austen
" of these disqualifications for beingagreeable--Want of sense, either natural or improved--want ofelegance--want of spirits--or want of temper.When the ladies withdrew to the drawing-room after dinner, this povertywas particularly evident, for the gentlemen HAD supplied the discoursewith some variety--the variety of politics, inclosing land, andbreaking horses--but then it was all over; and one subject only engagedthe ladies till coffee came in, which was the comparative heights ofHarry Dashwood, and Lady Middleton's second son William, who werenearly of the same age.Had both the children be",Austen
" I carry my notionsof friendship pretty high. But, above all things, my dear Catherine, donot be in a hurry. Take my word for it, that if you are in too greata hurry, you will certainly live to repent it. Tilney says there isnothing people are so often deceived in as the state of their ownaffections, and I believe he is very right. Ah! Here he comes; nevermind, he will not see us, I am sure.”Catherine, looking up, perceived Captain Tilney; and Isabella,earnestly fixing her eye on him as she spoke, soon caught his notice. Heapproached immediately, and took the seat to which her movements in",Austen
" me--but I immediately said, 'No, Mr.Elton is a most worthy young man--but'--In short, I do not think I amparticularly quick at those sort of discoveries. I do not pretend to it.What is before me, I see. At the same time, nobody could wonder ifMr. Elton should have aspired--Miss Woodhouse lets me chatter on, sogood-humouredly. She knows I would not offend for the world. How doesMiss Smith do? She seems quite recovered now. Have you heard from Mrs.John Knightley lately? Oh! those dear little children. Jane, do youknow I always fancy Mr. Dixon like Mr. John Knightley. I mean inperson--tall, and ",Austen
" better already; and when you are her only companion, you _must_be important to her.”“I can never be important to any one.”“What is to prevent you?”“Everything. My situation, my foolishness and awkwardness.”“As to your foolishness and awkwardness, my dear Fanny, believe me, younever have a shadow of either, but in using the words so improperly.There is no reason in the world why you should not be important whereyou are known. You have good sense, and a sweet temper, and I am sureyou have a grateful heart, that could never receive kindness withoutwishing to return it. I do not know any better q",Austen
" opened the piano-forte, and askedMarianne to sit down to it; and thus amidst the various endeavours ofdifferent people to quit the topic, it fell to the ground.  But not soeasily did Elinor recover from the alarm into which it had thrown her.A party was formed this evening for going on the following day to see avery fine place about twelve miles from Barton, belonging to abrother-in-law of Colonel Brandon, without whose interest it could notbe seen, as the proprietor, who was then abroad, had left strict orderson that head.  The grounds were declared to be highly beautiful, andSir John, who ",Austen
" assist his resolution, or reconcile him to it; she might givejust praise to Harriet, or, by representing to him his own independence,relieve him from that state of indecision, which must be moreintolerable than any alternative to such a mind as his.--They hadreached the house.“You are going in, I suppose?” said he.“No,”--replied Emma--quite confirmed by the depressed manner in whichhe still spoke--“I should like to take another turn. Mr. Perry is notgone.” And, after proceeding a few steps, she added--“I stopped youungraciously, just now, Mr. Knightley, and, I am afraid, gave youpain.--But",Austen
" there is, I believe, in many men,especially single men, such an inclination--such a passion for diningout--a dinner engagement is so high in the class of their pleasures,their employments, their dignities, almost their duties, that anything gives way to it--and this must be the case with Mr. Elton; a mostvaluable, amiable, pleasing young man undoubtedly, and very much in lovewith Harriet; but still, he cannot refuse an invitation, he must dineout wherever he is asked. What a strange thing love is! he can see readywit in Harriet, but will not dine alone for her.”Soon afterwards Mr. Elton ",Austen
" in the welfare of ColonelBrandon, could not bestow all the wonder on his going so suddenly away,which Mrs. Jennings was desirous of her feeling; for besides that thecircumstance did not in her opinion justify such lasting amazement orvariety of speculation, her wonder was otherwise disposed of.  It wasengrossed by the extraordinary silence of her sister and Willoughby onthe subject, which they must know to be peculiarly interesting to themall.  As this silence continued, every day made it appear more strangeand more incompatible with the disposition of both.  Why they shouldnot openly acknow",Austen
" asthis comes in your way. I could do very well without you, if you weremarried to a man of such good estate as Mr. Crawford. And you must beaware, Fanny, that it is every young woman's duty to accept such a veryunexceptionable offer as this.”This was almost the only rule of conduct, the only piece of advice,which Fanny had ever received from her aunt in the course of eight yearsand a half. It silenced her. She felt how unprofitable contention wouldbe. If her aunt's feelings were against her, nothing could be hoped fromattacking her understanding. Lady Bertram was quite talkative.“I will ",Austen
" as to resent the past; and I hoped toobtain your forgiveness, to lessen your ill opinion, by letting yousee that your reproofs had been attended to. How soon any other wishesintroduced themselves I can hardly tell, but I believe in about half anhour after I had seen you.”He then told her of Georgiana's delight in her acquaintance, and of herdisappointment at its sudden interruption; which naturally leading tothe cause of that interruption, she soon learnt that his resolution offollowing her from Derbyshire in quest of her sister had been formedbefore he quitted the inn, and that his gravi",Austen
" it in the hunting-season (as he was then telling her), though _that_consideration had certainly some weight, feeling as he did that, inspite of all Dr. Grant's very great kindness, it was impossible for himand his horses to be accommodated where they now were without materialinconvenience; but his attachment to that neighbourhood did not dependupon one amusement or one season of the year: he had set his heart uponhaving a something there that he could come to at any time, a littlehomestall at his command, where all the holidays of his year might bespent, and he might find himself continui",Austen
" the next question; and whilethis branch of the subject was under discussion, Maria, who wantedneither pride nor resolution, was preparing to encounter her share of itwith tolerable calmness.To her he soon turned, repeating much of what he had already said, withonly a softened air and stronger expressions of regret. But what availedhis expressions or his air? He was going, and, if not voluntarily going,voluntarily intending to stay away; for, excepting what might be dueto his uncle, his engagements were all self-imposed. He might talk ofnecessity, but she knew his independence. The hand whic",Austen
" appears. In short, I have made a match between Mr. Knightley and JaneFairfax. See the consequence of keeping you company!--What do you say toit?”“Mr. Knightley and Jane Fairfax!” exclaimed Emma. “Dear Mrs. Weston, howcould you think of such a thing?--Mr. Knightley!--Mr. Knightley must notmarry!--You would not have little Henry cut out from Donwell?--Oh! no,no, Henry must have Donwell. I cannot at all consent to Mr. Knightley'smarrying; and I am sure it is not at all likely. I am amazed that youshould think of such a thing.”“My dear Emma, I have told you what led me to think of it. I d",Austen
" itself was elegant and plentiful, according to the usualstyle of the Grants, and too much according to the usual habits ofall to raise any emotion except in Mrs. Norris, who could never beholdeither the wide table or the number of dishes on it with patience, andwho did always contrive to experience some evil from the passing of theservants behind her chair, and to bring away some fresh conviction ofits being impossible among so many dishes but that some must be cold.In the evening it was found, according to the predetermination of Mrs.Grant and her sister, that after making up the whist-tabl",Austen
" milesoff, he would be near enough to hear, if people thought there wasanything to complain of.""Anne smiled more than once to herself during this speech, and enteredinto the subject, as ready to do good by entering into the feelings ofa young lady as of a young man, though here it was good of a lowerstandard, for what could be offered but general acquiescence?  She saidall that was reasonable and proper on the business; felt the claims ofDr Shirley to repose as she ought; saw how very desirable it was thathe should have some active, respectable young man, as a residentcurate, and was e",Austen
" not see the circumstance in quite so favourable a light, sheallowed it be a great extenuation.Mr Elliot had called repeatedly, had dined with them once, evidentlydelighted by the distinction of being asked, for they gave no dinnersin general; delighted, in short, by every proof of cousinly notice, andplacing his whole happiness in being on intimate terms in Camden Place.Anne listened, but without quite understanding it.  Allowances, largeallowances, she knew, must be made for the ideas of those who spoke.She heard it all under embellishment.  All that sounded extravagant orirrational in the",Austen
" William did not say much. He was storing his memory with anecdotesand noble names.When Lady Catherine and her daughter had played as long as they chose,the tables were broken up, the carriage was offered to Mrs. Collins,gratefully accepted and immediately ordered. The party then gatheredround the fire to hear Lady Catherine determine what weather they wereto have on the morrow. From these instructions they were summoned bythe arrival of the coach; and with many speeches of thankfulness on Mr.Collins's side and as many bows on Sir William's they departed. As soonas they had driven from th",Austen
" sorrows, andtheir own obligations, and Marianne, by general consent, was to be thereward of all.With such a confederacy against her--with a knowledge so intimate ofhis goodness--with a conviction of his fond attachment to herself,which at last, though long after it was observable to everybodyelse--burst on her--what could she do?Marianne Dashwood was born to an extraordinary fate.  She was born todiscover the falsehood of her own opinions, and to counteract, by herconduct, her most favourite maxims.  She was born to overcome anaffection formed so late in life as at seventeen, and with no sen",Austen
" said he, “that a ballof this kind, given by a young man of character, to respectable people,can have any evil tendency; and I am so far from objecting to dancingmyself, that I shall hope to be honoured with the hands of all my faircousins in the course of the evening; and I take this opportunity ofsoliciting yours, Miss Elizabeth, for the two first dances especially,a preference which I trust my cousin Jane will attribute to the rightcause, and not to any disrespect for her.”Elizabeth felt herself completely taken in. She had fully proposed beingengaged by Mr. Wickham for those very danc",Austen
" Assoon as Jane had read Mr. Gardiner's hope of Lydia's being soonmarried, her joy burst forth, and every following sentence added to itsexuberance. She was now in an irritation as violent from delight, as shehad ever been fidgety from alarm and vexation. To know that her daughterwould be married was enough. She was disturbed by no fear for herfelicity, nor humbled by any remembrance of her misconduct.“My dear, dear Lydia!” she cried. “This is delightful indeed! She willbe married! I shall see her again! She will be married at sixteen!My good, kind brother! I knew how it would be. I knew he",Austen
" wine andwater for her, would rather go without it than not. She was a littlesurprised that he could spend so many hours with Miss Crawford, andnot see more of the sort of fault which he had already observed, and ofwhich _she_ was almost always reminded by a something of the same naturewhenever she was in her company; but so it was. Edmund was fond ofspeaking to her of Miss Crawford, but he seemed to think it enough thatthe Admiral had since been spared; and she scrupled to point out her ownremarks to him, lest it should appear like ill-nature. The first actualpain which Miss Crawford occasio",Austen
" her; to think as I think, be interested in all my possessions andpleasures, try to keep me longer at Mansfield, and feel when I go awaythat she shall be never happy again. I want nothing more.”“Moderation itself!” said Mary. “I can have no scruples now. Well, youwill have opportunities enough of endeavouring to recommend yourself,for we are a great deal together.”And without attempting any farther remonstrance, she left Fanny toher fate, a fate which, had not Fanny's heart been guarded in a wayunsuspected by Miss Crawford, might have been a little harder than shedeserved; for although t",Austen
" would, I dare say, behavedifferently. I do not know what I write, but it would be a great favourof you never to mention the subject again. With thanks for the honour ofyour note, I remain, dear Miss Crawford, etc., etc.”The conclusion was scarcely intelligible from increasing fright, forshe found that Mr. Crawford, under pretence of receiving the note, wascoming towards her.“You cannot think I mean to hurry you,” said he, in an undervoice,perceiving the amazing trepidation with which she made up the note, “youcannot think I have any such object. Do not hurry yourself, I entreat.”“Oh! I thank",Austen
" Mr Musgrove with somelarge books before him, Mr and Mrs Musgrove were sure all could not beright, and talked, with grave faces, of his studying himself to death.It was Mary's hope and belief that he had received a positive dismissalfrom Henrietta, and her husband lived under the constant dependence ofseeing him to-morrow.  Anne could only feel that Charles Hayter waswise.One morning, about this time Charles Musgrove and Captain Wentworthbeing gone a-shooting together, as the sisters in the Cottage weresitting quietly at work, they were visited at the window by the sistersfrom the Mansion-hous",Austen
" to Thorpe, and was now chiefly anxious toavoid his sight, lest he should engage her again; for though she couldnot, dared not expect that Mr. Tilney should ask her a third time todance, her wishes, hopes, and plans all centred in nothing less. Everyyoung lady may feel for my heroine in this critical moment, for everyyoung lady has at some time or other known the same agitation. All havebeen, or at least all have believed themselves to be, in danger from thepursuit of someone whom they wished to avoid; and all have been anxiousfor the attentions of someone whom they wished to please. As s",Austen
" which motives his joining them wouldinterfere. “What could he mean? She was dying to know what could be hismeaning?”--and asked Elizabeth whether she could at all understand him?“Not at all,” was her answer; “but depend upon it, he means to be severeon us, and our surest way of disappointing him will be to ask nothingabout it.”Miss Bingley, however, was incapable of disappointing Mr. Darcy inanything, and persevered therefore in requiring an explanation of histwo motives.“I have not the smallest objection to explaining them,” said he, as soonas she allowed him to speak. “You either choose t",Austen
" of cool air for herflushed cheeks; and as she walked along a favourite grove, said, with agentle sigh, ""A few months more, and he, perhaps, may be walking here.""Chapter 4He was not Mr Wentworth, the former curate of Monkford, howeversuspicious appearances may be, but a Captain Frederick Wentworth, hisbrother, who being made commander in consequence of the action off StDomingo, and not immediately employed, had come into Somersetshire, inthe summer of 1806; and having no parent living, found a home for halfa year at Monkford.  He was, at that time, a remarkably fine young man,with a grea",Austen
" she had heard no evil of herself, but she had heard a great dealof very painful import.  She saw how her own character was consideredby Captain Wentworth, and there had been just that degree of feelingand curiosity about her in his manner which must give her extremeagitation.As soon as she could, she went after Mary, and having found, and walkedback with her to their former station, by the stile, felt some comfortin their whole party being immediately afterwards collected, and oncemore in motion together.  Her spirits wanted the solitude and silencewhich only numbers could give.Charles ",Austen
" have realised any thingyet.”“To be sure, so it is. But they live very comfortably. They have noindoors man, else they do not want for any thing; and Mrs. Martin talksof taking a boy another year.”“I wish you may not get into a scrape, Harriet, whenever he doesmarry;--I mean, as to being acquainted with his wife--for though hissisters, from a superior education, are not to be altogether objectedto, it does not follow that he might marry any body at all fit for youto notice. The misfortune of your birth ought to make you particularlycareful as to your associates. There can be no doubt of your ",Austen
" oropinions.  But it shall be regulated, it shall be checked by religion,by reason, by constant employment.""She paused--and added in a low voice, ""If I could but know HIS heart,everything would become easy.""Elinor, who had now been for some time reflecting on the propriety orimpropriety of speedily hazarding her narration, without feeling at allnearer decision than at first, heard this; and perceiving that asreflection did nothing, resolution must do all, soon found herselfleading to the fact.She managed the recital, as she hoped, with address; prepared heranxious listener with caution; rel",Austen
" very proper. Girls should be quiet and modest. The mostobjectionable part is, that the alteration of manners on beingintroduced into company is frequently too sudden. They sometimes pass insuch very little time from reserve to quite the opposite--to confidence!_That_ is the faulty part of the present system. One does not like tosee a girl of eighteen or nineteen so immediately up to every thing--andperhaps when one has seen her hardly able to speak the year before. Mr.Bertram, I dare say _you_ have sometimes met with such changes.”“I believe I have, but this is hardly fair; I see what you ar",Austen
" of hisjourney was a fresh proof in support of the suspicions d’Artagnan hadconceived. Bonacieux had named Mande because Mande was in an exactlyopposite direction from St. Cloud. This probability afforded him hisfirst consolation. If Bonacieux knew where his wife was, one might, byextreme means, force the mercer to open his teeth and let his secretescape. The question, then, was how to change this probability into acertainty.“Pardon, my dear Monsieur Bonacieux, if I don’t stand upon ceremony,”said d’Artagnan, “but nothing makes one so thirsty as want of sleep. Iam parched with thirst. Allow ",Dumas
" wereone of them, my uncle, and that you cried louder than the others: ‘Shemust die.’ Therefore I warn you, and listen well to my words, that theymay be engraved upon your memory, never to be forgotten: this murder,which has robbed me of everything--this murder, which has deprived me ofmy name--this murder, which has impoverished me--this murder, which hasmade me corrupt, wicked, implacable--I shall summon you to account forit first and then those who were your accomplices, when I discoverthem!”With hatred in his eyes, foaming at his mouth, and his fist extended,Mordaunt had advanced one mo",Dumas
" dropped from the hands of the sailors, and the bark, ceasingto make way, rocked motionless upon the summits of the waves. Night cameon, but still the ship drew nearer. It might be imagined it redoubledits speed with darkness. From time to time, as a vulture rears its headout of its nest, the formidable Greek fire darted from its sides, andcast its flame upon the ocean like an incandescent snowfall. At lastit came within musket-shot. All the men were on deck, arms in hand; thecannoniers were at their guns, the matches burning. It might be thoughtthey were about to board a frigate and to figh",Dumas
" with the king.”“That may be. He might not have had the time to get me killed outright,but he would have had the time to get me gagged and thrown in a dungeon.Come, come, show a little consistency in your reasoning, _mordieu!_”And by the mere use of this word, which was so thoroughly his oldmusketeer’s expression, forgotten by one who never seemed to forgetanything, Fouquet could not but understand to what a pitch of exaltationthe calm, impenetrable bishop of Vannes had wrought himself. Heshuddered.“And then,” replied the latter, after having mastered his feelings,“should I be the man I real",Dumas
" de Saint-Remy; he hadno hopes of prevailing with words, for she spoke louder than he, andwithout stopping; but he reckoned upon the eloquence of his gestures.The old lady would neither listen to nor see anything; Malicorne hadlong been one of her antipathies. But her anger was too great not tooverflow from Malicorne on his accomplice. Montalais had her turn.“And you, mademoiselle; you may be certain I shall inform madame of whatis going on in the apartment of one of her ladies of honor?”“Oh, dear mother!” cried Mademoiselle de la Valliere, “for mercy’s sake,spare--”“Hold your tongue, mademo",Dumas
" to rejoin the prince, who at that momentmounted his horse.“Now, monsieur,” he said to Raoul, “will you give me the letter you havebrought?”Raoul handed the letter to the prince.“Keep near me,” said the latter.The prince threw his bridle over the pommel of the saddle, as he waswont to do when he wished to have both hands free, unsealed the letterof Madame de Longueville and started at a gallop on the road to Lens,attended by Raoul and his small escort, whilst messengers sent to recallthe troops set out with a loose rein in other directions. The princeread as he hastened on.“Monsieur,” he sa",Dumas
" in the person ofhis favorites.”“Then you are resolved to risk all the consequences of your adherenceto the duke?”“Yes.”“You know where it may lead you?”“I know where I will stop; whatever complaints I have againstthe king, I will never lift a hand against him; but I will letothers do what they like, and I will follow M. d’Anjou to protecthim in case of need.”“My dear comte,” said Monsoreau, “the Duc d’Anjou is perfidiousand a traitor; a coward, capable, from jealous or fear, ofsacrificing his most faithful servant--his most devoted friend;abandon him, take a friend’s counsel, pass the da",Dumas
" for François d’Anjou.The count’s suspicions at this sight became real alarm; the dukehad come here, and had come often, for, besides the horse waitingthere, there was a second that knew the way. He tied up his horsenear to the other, and began to scale the wall. It was an easytask; there were places for both feet and hands, and the branchesof an oak-tree, which hung over, had been carefully cut away.Once up, he saw at the foot of a tree a blue mantilla and a blackcloak, and not far off a man and woman, walking hand in hand,with their backs turned to the wall, and nearly hidden by thetrees",Dumas
" and that he had refused.“And you were right,” cried Aramis and Porthos, with one voice.Athos fell into a profound reverie and answered nothing. But when theywere alone he said, “You have done that which you ought to have done,d’Artagnan; but perhaps you have been wrong.”D’Artagnan sighed deeply, for this voice responded to a secret voice ofhis soul, which told him that great misfortunes awaited him.The whole of the next day was spent in preparations for departure.D’Artagnan went to take leave of M. de Treville. At that time it wasbelieved that the separation of the Musketeers and the Guar",Dumas
" with you, monseigneur?”“Yes; if the idea should occur to me again of taking a dislike to thecourt.”“Oh! do not let that make any difference, monseigneur; I would followyour highness to the end of the world.”“Clumsy fellow that you are!” said Manicamp, grumblingly, pushing hishorse towards De Guiche, so as almost to unseat him, and then, ashe passed close to him, as if he had lost command over the horse, hewhispered, “For goodness’ sake, think what you are saying.”“Well, it is agreed, then,” said the prince; “since you are so devotedto me, I shall take you with me.”“Anywhere, monseigneur",Dumas
" their pearlyhue, without his conversation, which was cheerful that evening, ceasingto be calm and agreeable.Neither was it, as with our neighbors, the English, an atmosphericinfluence which darkened his countenance; for the sadness generallybecame more intense toward the fine season of the year. June and Julywere the terrible months with Athos.For the present he had no anxiety. He shrugged his shoulders when peoplespoke of the future. His secret, then, was in the past, as had oftenbeen vaguely said to d’Artagnan.This mysterious shade, spread over his whole person, rendered still moreinterest",Dumas
" third wascovering his face with a kind of cream, which had a most delightfulscent.“Here,” cried Chicot, “the grease and the combs, I will try themtoo.”“Chicot,” said Henri, “your skin is too dry, and will use toomuch cream, and your beard is so hard, it will break my combs.Well, my son,” said he, turning to St. Luc, “how is your head?”St. Luc put his hand to his head and groaned.“Imagine!” continued Henri, “I have seen Bussy d’Amboise.”“Bussy!” cried St. Luc, trembling.“Yes, those fools! five of them attacked him, and let him escape.If you had been there, St. Luc----”“I should probably have ",Dumas
" to breathe, I hope and trust?”“Yes, more freely; but no exercise--nothing to do. The doctor pretendedthat I was not to stir; I, on the contrary, felt that I was strongerthan ever; that was the cause of a very serious accident.”“What accident?”“Fancy, my dear fellow, that I revolted against the directions of thatass of a doctor, and I resolved to go out, whether it suited him ornot: and, consequently, I told the valet who waited on me to bring me myclothes.”“You were quite naked, then?”“Oh, no! on the contrary, I had a magnificent dressing-gown to wear. Thelackey obeyed; I dressed myself in my",Dumas
" five and twenty thousand francs of my aunt, and I have themhere in good sterling money.”“Good,” replied Gourville; “we only what one hundred and ninety-fivethousand livres for the first payment.”“The payment of what?” asked La Fontaine.“What! absent-minded as usual! Why, it was you who told us the smallestate at Corbeli was going to be sold by one of M. Fouquet’s creditors;and you, also, who proposed that all his friends should subscribe--morethan that, it was you who said that you would sell a corner of yourhouse at Chateau-Thierry, in order to furnish your own proportion, andyou come and ",Dumas
" this path, oh,Heaven! I am now alone, in utter despair, and crushed to the veryearth.”Such were the sinister reflections in which Raoul indulged, when hisfoot mechanically paused at the door of his own dwelling. He had reachedit without remarking the streets through which he passed, withoutknowing how he had come; he pushed open the door, continued to advance,and ascended the staircase. The staircase, as in most of the houses atthat period, was very dark, and the landings most obscure. Raoul livedon the first floor; he paused in order to ring. Olivain appeared, tookhis sword and cloak from ",Dumas
" think it was not the only one?’ said my father. ‘Very well, weshall search for the others.’“‘You will search for the others?’ cried Jacob, taking my father bythe collar; but he immediately loosed him. Then, turning towards me, hecontinued, asking ‘And what did that poor young man say?’“I did not know what to answer, as you had so strictly enjoined me neverto allow any one to guess the interest which you are taking in the bulb.Fortunately, my father saved me from the difficulty by chiming in,--“‘What did he say? Didn’t he fume and fret?’“I interrupted him, saying, ‘Was it not natu",Dumas
